X,Y,Z
-1.2515972,0.15477146,-0.7456988
-1.2483038,0.15538795,-0.74365956
-1.2450572,0.15599862,-0.7415576
-1.2418859,0.15662445,-0.7393419
-1.2386016,0.15747055,-0.7365662
-1.2354898,0.15828422,-0.7337691
-1.2324301,0.15910727,-0.7308326
-1.2294209,0.15994078,-0.7276993
-1.2264671,0.16077563,-0.7243166
-1.2236062,0.16166934,-0.7206456
-1.2208853,0.16275753,-0.7163595
-1.2182492,0.1638222,-0.7119964
-1.21563,0.1648767,-0.70748734
-1.2129827,0.16595936,-0.7028604
-1.2100831,0.16707523,-0.69782203
-1.2072341,0.16838309,-0.69285345
-1.204318,0.16978544,-0.68791103
-1.2012893,0.17116071,-0.6830007
-1.198166,0.17245902,-0.67807955
-1.1949764,0.17369245,-0.6730565
-1.1917073,0.17487234,-0.66790575
-1.1881175,0.17598236,-0.66216
-1.18462,0.17701934,-0.6564808
-1.1813102,0.17794108,-0.65102166
-1.1781137,0.17867169,-0.6457504
-1.1749985,0.17916392,-0.64076483
-1.171861,0.17916134,-0.6357779
-1.1688626,0.17927621,-0.63155025
-1.1658059,0.179407,-0.62790275
-1.1625426,0.17952222,-0.6245792
-1.1590563,0.1796132,-0.621309
-1.1553687,0.17964397,-0.617989
-1.1520388,0.17953648,-0.61520666
-1.148189,0.17936845,-0.61237556
-1.1439128,0.17918646,-0.6097235
-1.1392066,0.1790337,-0.6071823
-1.134173,0.17891604,-0.60451853
-1.1290994,0.17886917,-0.60151637
-1.1243728,0.17877457,-0.5984659
-1.1195028,0.1787147,-0.5952629
-1.1144695,0.1785262,-0.5920938
-1.1092658,0.17820936,-0.5890478
-1.1038358,0.17781541,-0.5861847
-1.0981355,0.17741397,-0.583475
-1.0920357,0.17692447,-0.58044875
-1.0858656,0.1765863,-0.5776199
-1.0796661,0.17640786,-0.5746908
-1.0734706,0.17636374,-0.5714878
-1.0673683,0.1764242,-0.5679775
-1.0615673,0.17658226,-0.5642231
-1.0557853,0.17704017,-0.5598802
-1.0507674,0.17755929,-0.5557917
-1.0461444,0.1782196,-0.5518325
-1.0416412,0.17898946,-0.5479135
-1.0372348,0.17983834,-0.54396236
-1.033026,0.18077558,-0.53990793
-1.0284756,0.18206577,-0.5348606
-1.0246185,0.18337384,-0.5301036
-1.0213088,0.18480778,-0.5252732
-1.0185478,0.18638472,-0.5202453
-1.0162555,0.18802755,-0.51511425
-1.0142432,0.18966773,-0.510043
-1.0114083,0.19154851,-0.5043069
-1.009466,0.19331296,-0.49913085
-1.008068,0.19505563,-0.49411964
-1.0070482,0.19682781,-0.48920107
-1.0062755,0.19864103,-0.48436272
-1.0056391,0.20046075,-0.47954023
-1.0040965,0.20247427,-0.47367936
-1.003303,0.20431885,-0.46835124
-1.0029386,0.20612425,-0.4631045
-1.0028735,0.20794,-0.4578618
-1.0029813,0.20975855,-0.45263666
-1.0031989,0.21157807,-0.44736758
-1.0030719,0.21363777,-0.44113892
-1.0035406,0.21560678,-0.4352167
-1.0044847,0.21759911,-0.4293311
-1.0057669,0.21960723,-0.42344242
-1.0072682,0.22153014,-0.4175232
-1.0089862,0.22329636,-0.41155028
-1.0111599,0.22494222,-0.40539354
-1.0133663,0.22640903,-0.39936173
-1.01563,0.22768629,-0.39351562
-1.017967,0.22875592,-0.38788307
-1.0204152,0.22963236,-0.38242066
-1.0230796,0.2303697,-0.3769649
-1.0261626,0.2309697,-0.37134913
-1.0295426,0.23159045,-0.36564192
-1.0331396,0.23221025,-0.3598816
-1.0368522,0.23279613,-0.35413665
-1.0406656,0.23334694,-0.34847736
-1.0446421,0.23386705,-0.3428985
-1.0486596,0.23441985,-0.3367758
-1.0530379,0.23509637,-0.33090657
-1.0576909,0.2359478,-0.32505596
-1.0627007,0.23702523,-0.3191052
-1.0681385,0.23835276,-0.3130309
-1.0738968,0.23987447,-0.3069383
-1.0797851,0.24150962,-0.3009631
-1.0856543,0.2431971,-0.2951452
-1.0915494,0.24503675,-0.2887626
-1.0974357,0.24695928,-0.28279373
-1.1034279,0.24903485,-0.27689388
-1.1095288,0.25122547,-0.27097794
-1.1154345,0.25357145,-0.26453134
-1.1215647,0.2559037,-0.25858596
-1.1276628,0.25820014,-0.2530547
-1.1335431,0.26040933,-0.24787189
-1.1391244,0.26249734,-0.24287893
-1.1445559,0.26450515,-0.23792991
-1.1501306,0.2665218,-0.23298989
-1.1559805,0.2686246,-0.2281731
-1.1622608,0.27108544,-0.22301994
-1.168436,0.27347183,-0.21897335
-1.1744322,0.27588186,-0.21548826
-1.1803108,0.27839693,-0.21220629
-1.1862003,0.2811063,-0.20897774
-1.1922042,0.28404203,-0.20572019
-1.1982496,0.28717917,-0.20190337
-1.204481,0.29054272,-0.19876559
-1.210804,0.29401657,-0.19601862
-1.2171737,0.29749966,-0.19357494
-1.2236152,0.30097058,-0.19138685
-1.2301918,0.3044602,-0.1893373
-1.2369498,0.30799285,-0.18701865
-1.2437434,0.3114456,-0.1853378
-1.2505023,0.31471795,-0.1841043
-1.2572088,0.31774426,-0.18323009
-1.2640048,0.32064927,-0.18197015
-1.2708212,0.32338265,-0.18140738
-1.2776682,0.3259669,-0.18120739
-1.2845979,0.32844892,-0.18121073
-1.291599,0.33082247,-0.18123437
-1.2986008,0.33306855,-0.18115345
-1.3055973,0.33514994,-0.18101998
-1.3126489,0.33705962,-0.18104146
-1.3198951,0.33877084,-0.18081804
-1.3272015,0.34039843,-0.1814054
-1.3346245,0.3419854,-0.18242353
-1.3420851,0.34356782,-0.18365064
-1.349479,0.3451361,-0.18505618
-1.3568268,0.3466402,-0.18660405
-1.3642431,0.34802386,-0.18808785
-1.3717519,0.349527,-0.18994375
-1.3794134,0.35113862,-0.19194561
-1.3871279,0.35282215,-0.19409077
-1.3947648,0.35451502,-0.19642824
-1.4022751,0.3561756,-0.1989069
-1.4100274,0.35795718,-0.20162931
-1.4174858,0.35970515,-0.20435391
-1.4248536,0.36148933,-0.20710567
-1.4322529,0.36331233,-0.20999624
-1.43971,0.36517736,-0.21311636
-1.4471945,0.3670211,-0.21640408
-1.4546382,0.36880696,-0.21968077
-1.4618125,0.37068415,-0.22290148
-1.4688421,0.37265065,-0.22581626
-1.4758028,0.3746754,-0.22845231
-1.482713,0.3766889,-0.23099542
-1.4895734,0.3786096,-0.23365067
-1.496326,0.38077268,-0.23641694
-1.5031432,0.38268855,-0.23949806
-1.5099576,0.38457778,-0.24286495
-1.5167031,0.38648984,-0.24646144
-1.523367,0.38843808,-0.2501704
-1.5299518,0.39041865,-0.2539233
-1.5366265,0.39272767,-0.25731394
-1.5433414,0.39493382,-0.261208
-1.5501884,0.39711887,-0.26544982
-1.5571768,0.39928305,-0.26998112
-1.564209,0.40140522,-0.27477086
-1.5711462,0.4035088,-0.27976996
-1.5776763,0.4058723,-0.2847762
-1.5841832,0.40812436,-0.28995472
-1.5907602,0.41043648,-0.29512003
-1.5974545,0.41282678,-0.3002024
-1.6042233,0.41525024,-0.3052557
-1.6109127,0.417824,-0.31034926
-1.6175023,0.4203826,-0.3156048
-1.6240193,0.42272538,-0.32115585
-1.6303633,0.42495927,-0.32702336
-1.6365331,0.42713872,-0.3331895
-1.6426371,0.42931038,-0.3396168
-1.6487639,0.43148738,-0.34627384
-1.6548747,0.43357244,-0.35297516
-1.6607372,0.43571755,-0.35993296
-1.666193,0.43784642,-0.36696303
-1.6712368,0.43997255,-0.37386224
-1.6760159,0.4422046,-0.38052067
-1.6806799,0.44452533,-0.38671464
-1.6852441,0.44694033,-0.39272782
-1.6896722,0.44941574,-0.39886603
-1.6940027,0.45193896,-0.40519372
-1.6982396,0.4545407,-0.41181293
-1.7022868,0.45719692,-0.41867688
-1.7059748,0.45988196,-0.42568067
-1.7092433,0.4630868,-0.4326237
-1.7122122,0.4659854,-0.43966663
-1.7150767,0.46880126,-0.44660833
-1.7179319,0.47157773,-0.4533809
-1.7209157,0.47449368,-0.46002287
-1.7234697,0.4771959,-0.4672042
-1.7256702,0.4797918,-0.47483113
-1.7276194,0.48236203,-0.48259744
-1.7293558,0.48491377,-0.4902351
-1.7309055,0.48740774,-0.4977166
-1.7322984,0.489816,-0.5052083
-1.73358,0.49211958,-0.51285005
-1.7351305,0.49474755,-0.5204399
-1.7362167,0.4969181,-0.52850354
-1.7369181,0.49885148,-0.53698885
-1.7372631,0.50059956,-0.54581803
-1.7373564,0.5022146,-0.55467945
-1.7371888,0.50377417,-0.5633101
-1.7368413,0.5055616,-0.57164395
-1.7357222,0.50708216,-0.57998765
-1.7339957,0.5084673,-0.58857554
-1.7319931,0.50984365,-0.5972957
-1.7303408,0.51180273,-0.6058369
-1.7282083,0.5136184,-0.61410713
-1.7255772,0.5153795,-0.6222945
-1.7225335,0.51706785,-0.63053286
-1.7191825,0.5187246,-0.63869375
-1.715563,0.52042824,-0.64656806
-1.7116382,0.5222027,-0.65410113
-1.7073741,0.52399564,-0.66150427
-1.7032769,0.5263509,-0.6690244
-1.6985804,0.5282518,-0.6765656
-1.6935183,0.5299944,-0.68410605
-1.6881071,0.5316758,-0.6915763
-1.6824815,0.5335624,-0.69898146
-1.6765313,0.53529555,-0.7060193
-1.6704582,0.5370391,-0.71263516
-1.6642973,0.5388254,-0.71893835
-1.6580129,0.5405508,-0.7251143
-1.6515677,0.5421537,-0.73129183
-1.6448947,0.543887,-0.7370794
-1.638111,0.54532695,-0.74309826
-1.6312598,0.54659724,-0.7491392
-1.6243643,0.5477659,-0.75511676
-1.6174473,0.54886246,-0.76089966
-1.6106262,0.5499482,-0.7662772
-1.6039703,0.5510589,-0.7706058
-1.5972311,0.55224836,-0.7749231
-1.5903757,0.55343753,-0.7790942
-1.5833864,0.5545771,-0.78313845
-1.576252,0.5556499,-0.7870927
-1.5690029,0.5566638,-0.79094416
-1.5615911,0.5576473,-0.7938181
-1.5542265,0.5585894,-0.796975
-1.5468489,0.55950093,-0.80005324
-1.5393995,0.560373,-0.8030304
-1.5319176,0.56121016,-0.8059199
-1.524485,0.5620609,-0.80855274
-1.5169256,0.56296825,-0.81015795
-1.5094054,0.56386477,-0.8117547
-1.501825,0.5647148,-0.8132186
-1.4941937,0.5655131,-0.81461346
-1.4865615,0.56627226,-0.81597143
-1.4789503,0.5670165,-0.8172855
-1.47132,0.5677688,-0.8185063
-1.4635872,0.56857383,-0.8195244
-1.4551908,0.5696231,-0.8195091
-1.4470439,0.57065445,-0.81966126
-1.4389334,0.5716872,-0.81973255
-1.4307665,0.57271147,-0.81966114
-1.4226109,0.5739057,-0.8186128
-1.4142998,0.57496876,-0.81776524
-1.4059331,0.5759901,-0.8166315
-1.3974909,0.57699025,-0.8150647
-1.388922,0.57794434,-0.8131171
-1.3801819,0.57883155,-0.8108756
-1.3709939,0.5795152,-0.8076035
-1.3618915,0.5802289,-0.8043201
-1.3528157,0.58095795,-0.8006591
-1.3437343,0.58170897,-0.7966049
-1.3346552,0.5824695,-0.79222363
-1.3256506,0.58321655,-0.7875431
-1.3168089,0.58392066,-0.78251845
-1.3080578,0.5845626,-0.7770722
-1.2991812,0.58510405,-0.7709504
-1.2904397,0.58549553,-0.7649063
-1.2819098,0.5857832,-0.75883144
-1.2735549,0.58598673,-0.7526667
-1.2652472,0.58607036,-0.74638945
-1.2567564,0.5860139,-0.73984414
-1.2478937,0.58586913,-0.7326871
-1.2394959,0.5857114,-0.72568107
-1.2314876,0.5855852,-0.7186407
-1.2238469,0.5855441,-0.71151924
-1.2164938,0.5856434,-0.7043028
-1.2093419,0.5858781,-0.6969423
-1.20205,0.5864011,-0.68865824
-1.1950918,0.5868136,-0.6806001
-1.1883616,0.5871992,-0.672505
-1.1818469,0.58762735,-0.66435474
-1.175538,0.58815515,-0.6561713
-1.1694084,0.58879495,-0.6479535
-1.1632568,0.5896539,-0.6386659
-1.1574749,0.59044695,-0.6300078
-1.1520209,0.5911323,-0.6215616
-1.1469351,0.5916371,-0.6132446
-1.1422065,0.5919608,-0.60507005
-1.1376591,0.59213334,-0.5970091
-1.1329058,0.5921046,-0.5884425
-1.1284645,0.59206206,-0.5801685
-1.1242944,0.59198874,-0.57188535
-1.1203252,0.5918459,-0.56352955
-1.1164385,0.5915919,-0.5551397
-1.112616,0.5911025,-0.5465271
-1.1087751,0.590453,-0.5377668
-1.1047248,0.5898823,-0.5293387
-1.1005546,0.5892927,-0.5212541
-1.0964127,0.58869904,-0.51345384
-1.0924106,0.58816296,-0.5056297
-1.0885328,0.5877374,-0.49736953
-1.0848213,0.5872382,-0.48806623
-1.0809855,0.58698976,-0.4786644
-1.0770427,0.58686745,-0.46938658
-1.0730859,0.5868054,-0.46032917
-1.0693817,0.5867891,-0.45138708
-1.0660881,0.5868116,-0.4425175
-1.0630646,0.5870648,-0.43318126
-1.0603362,0.5871901,-0.42430598
-1.0577475,0.58729935,-0.4154303
-1.055355,0.5874342,-0.40618673
-1.0532838,0.5876258,-0.3965196
-1.0514466,0.5877827,-0.38664412
-1.0494345,0.5878977,-0.37646163
-1.0478219,0.58793545,-0.36676794
-1.0466464,0.58803546,-0.35740766
-1.0459179,0.58824337,-0.34814858
-1.0456494,0.58852154,-0.33878925
-1.045846,0.58885753,-0.32879934
-1.0464544,0.5891929,-0.31874275
-1.0474505,0.58949375,-0.30915973
-1.0488738,0.5898443,-0.2998122
-1.05068,0.5902892,-0.29054987
-1.0527664,0.5908198,-0.28132823
-1.0551189,0.59141856,-0.27215034
-1.0577555,0.59258,-0.2618341
-1.0607941,0.5934881,-0.25263143
-1.0640596,0.5942746,-0.24395533
-1.0675048,0.5949802,-0.2354357
-1.0712413,0.59562635,-0.22697182
-1.0754313,0.5962602,-0.21870802
-1.0784255,0.59663,-0.21236679
-1.0829977,0.5972226,-0.20531584
-1.0883149,0.5979057,-0.19800359
-1.094132,0.5986596,-0.19047216
-1.1004432,0.59946156,-0.18284532
-1.1072888,0.6003216,-0.17536221
-1.1150606,0.60168207,-0.16724142
-1.1228112,0.6026286,-0.16018757
-1.1307706,0.6033967,-0.153716
-1.1390266,0.6041188,-0.1475328
-1.1475872,0.604871,-0.14144318
-1.1564043,0.60568374,-0.1353525
-1.1659557,0.6063545,-0.12767477
-1.1751751,0.6071057,-0.120876946
-1.1842911,0.6078114,-0.11449738
-1.1934458,0.60839075,-0.10868564
-1.2026188,0.60884935,-0.10363746
-1.2117394,0.6092628,-0.09932454
-1.2211704,0.6099588,-0.095109016
-1.2303493,0.6107117,-0.09095341
-1.2394415,0.6116144,-0.086545214
-1.2485346,0.6125955,-0.082003415
-1.2581873,0.61388105,-0.07685391
-1.2674322,0.6146618,-0.07308116
-1.2765948,0.61518574,-0.0701361
-1.2857004,0.6156366,-0.067405514
-1.2946713,0.61618274,-0.06442167
-1.303548,0.61695635,-0.06110898
-1.3123269,0.61786884,-0.05782521
-1.3210329,0.6187956,-0.055073116
-1.3305026,0.6203515,-0.05260965
-1.3395394,0.6215655,-0.05114827
-1.3483454,0.62274826,-0.05025995
-1.3569725,0.6240312,-0.04972054
-1.3659338,0.62588996,-0.04901175
-1.3745008,0.6276,-0.04873003
-1.3828961,0.6292718,-0.04870534
-1.3911544,0.6309092,-0.048857566
-1.3993105,0.63252795,-0.049110543
-1.407381,0.63414454,-0.049465507
-1.4153863,0.6357455,-0.049915235
-1.4232872,0.6372912,-0.050510045
-1.4310318,0.6394704,-0.05145003
-1.4386665,0.6412175,-0.052770417
-1.4462718,0.6427973,-0.054506797
-1.4539474,0.6443847,-0.056600507
-1.4613972,0.64596176,-0.05878896
-1.4689163,0.6476188,-0.061264407
-1.4764037,0.6493759,-0.06411813
-1.483866,0.6512527,-0.067436434
-1.4912853,0.6532334,-0.07120521
-1.4985694,0.6552793,-0.075346604
-1.505704,0.65711725,-0.078906186
-1.5126196,0.65930295,-0.08306466
-1.5193815,0.6617698,-0.08729437
-1.5259755,0.66448206,-0.091400236
-1.5323851,0.66741276,-0.0955354
-1.5386628,0.6705331,-0.10007978
-1.5448363,0.6733358,-0.10436334
-1.5510919,0.6766003,-0.10977057
-1.5573452,0.68013,-0.11555178
-1.5634674,0.6838383,-0.12136971
-1.5694337,0.687651,-0.12724215
-1.5753137,0.6914977,-0.13335837
-1.5811336,0.69533193,-0.13969316
-1.5867646,0.6990856,-0.14584684
-1.5919319,0.70256877,-0.15057226
-1.5969394,0.7059749,-0.15584655
-1.6018076,0.7092,-0.16135712
-1.6066775,0.7121828,-0.16708945
-1.6115805,0.714953,-0.17309758
-1.6162707,0.71760255,-0.17932886
-1.6204671,0.7203771,-0.18560015
-1.6245455,0.723008,-0.19211958
-1.6285037,0.7255563,-0.19855504
-1.6323113,0.7280568,-0.2047049
-1.6359328,0.7305512,-0.21050821
-1.6394103,0.73309934,-0.21615045
-1.6425674,0.7360261,-0.22138621
-1.6456656,0.7388275,-0.22724871
-1.6486427,0.741615,-0.23345059
-1.6515214,0.7444277,-0.23980908
-1.6542898,0.7472503,-0.246237
-1.6568521,0.75000226,-0.25276524
-1.6585382,0.7529298,-0.2583509
-1.6603018,0.7556803,-0.2644686
-1.6618835,0.758409,-0.27062592
-1.6633487,0.76117945,-0.27675632
-1.664717,0.7639437,-0.2829843
-1.665832,0.76661867,-0.28951263
-1.6658999,0.7692518,-0.29540235
-1.6663657,0.77178264,-0.30224758
-1.6670022,0.7742733,-0.30960476
-1.6677132,0.7767639,-0.3174081
-1.6684585,0.7792547,-0.32555443
-1.6692524,0.78174067,-0.33388382
-1.6701432,0.7842674,-0.3422225
-1.6709275,0.78676057,-0.35063258
-1.671603,0.7892559,-0.3590721
-1.6721792,0.7917439,-0.36754262
-1.6726713,0.7942244,-0.3759647
-1.673123,0.79667395,-0.38416272
-1.6735674,0.7996485,-0.3922062
-1.6740046,0.8022521,-0.40018493
-1.6743037,0.8047702,-0.40847167
-1.6744342,0.8073283,-0.41712523
-1.6743973,0.8099749,-0.42606252
-1.6742203,0.812711,-0.43527642
-1.6739712,0.8157184,-0.44566804
-1.6735066,0.8185766,-0.45565665
-1.6727798,0.8213602,-0.46528268
-1.6719484,0.8241345,-0.47438508
-1.6708506,0.8272926,-0.48376977
-1.6700168,0.8301575,-0.4927705
-1.6690195,0.8328782,-0.50220054
-1.667637,0.83548975,-0.512344
-1.6659917,0.8381108,-0.52286404
-1.6643307,0.8408417,-0.533174
-1.6620464,0.8439108,-0.5435036
-1.6599736,0.84681755,-0.5531988
-1.6577669,0.8495944,-0.56278783
-1.6553984,0.8523007,-0.5724829
-1.6528356,0.85495305,-0.5821483
-1.6499848,0.8574631,-0.5913787
-1.6466954,0.859738,-0.59993887
-1.6429453,0.8617708,-0.60783315
-1.6382514,0.86419195,-0.6160527
-1.633663,0.8662586,-0.62337226
-1.6289502,0.8682704,-0.6302371
-1.6241044,0.8702787,-0.63686997
-1.6192046,0.87228143,-0.6435526
-1.6141084,0.8741241,-0.65051144
-1.6088411,0.87586075,-0.6575306
-1.6036179,0.8777623,-0.6641618
-1.5982906,0.879769,-0.6703467
-1.592838,0.88185555,-0.6763109
-1.5871967,0.88395345,-0.682252
-1.5813314,0.8860142,-0.688129
-1.5750381,0.8873901,-0.6933509
-1.5686947,0.889152,-0.69867057
-1.5622884,0.8910746,-0.703914
-1.5557474,0.89309245,-0.7090517
-1.5489471,0.89516807,-0.7141164
-1.541812,0.8972751,-0.71909684
-1.534061,0.89959115,-0.72422016
-1.526395,0.901898,-0.7287454
-1.5187142,0.90421444,-0.73287874
-1.5108677,0.90645254,-0.73683804
-1.502761,0.9085886,-0.7407513
-1.4944174,0.9107288,-0.74465245
-1.485423,0.9127761,-0.7486743
-1.4762703,0.9150034,-0.75226706
-1.4668125,0.91735524,-0.7555606
-1.4570936,0.91987574,-0.7587132
-1.4472002,0.9225808,-0.7618191
-1.4371583,0.9254316,-0.764968
-1.426827,0.9283868,-0.7678248
-1.4163109,0.9312409,-0.7709471
-1.4055794,0.9340168,-0.7740978
-1.3946819,0.9367947,-0.7772355
-1.3835462,0.9395277,-0.7803753
-1.372079,0.942127,-0.78343064
-1.3605516,0.9443828,-0.7854556
-1.3488715,0.9465877,-0.7877477
-1.3371886,0.94865763,-0.789807
-1.3254648,0.9505352,-0.7914495
-1.3136053,0.952212,-0.79272574
-1.3016566,0.9537191,-0.7937207
-1.2901386,0.9546964,-0.79364127
-1.2785743,0.95584345,-0.7937163
-1.2671839,0.9569881,-0.7936219
-1.2559906,0.9581157,-0.7934208
-1.2458415,0.95850515,-0.7927352
-1.2353878,0.9593107,-0.7925732
-1.2250582,0.9601829,-0.7925635
-1.2149768,0.96105486,-0.7925044
-1.205195,0.96195287,-0.79228795
-1.1956912,0.9628661,-0.7918664
-1.1864425,0.9637847,-0.7912641
-1.1774689,0.96474236,-0.7904955
-1.1684788,0.9653121,-0.7895057
-1.1599652,0.9661861,-0.78807056
-1.1518945,0.96727216,-0.78590363
-1.1442271,0.96848756,-0.783016
-1.1374441,0.9692989,-0.7793262
-1.1304772,0.97054195,-0.7758205
-1.1235758,0.97190803,-0.77224463
-1.1168914,0.97330767,-0.7683687
-1.1104476,0.9747158,-0.764126
-1.104276,0.9761137,-0.7595687
-1.0984836,0.97749114,-0.7547341
-1.0931047,0.97883826,-0.74971473
-1.0900531,0.9794364,-0.7443012
-1.0859962,0.9803938,-0.7391551
-1.0818808,0.98144215,-0.7340975
-1.0779468,0.9824642,-0.72896993
-1.0743297,0.98341364,-0.7236229
-1.0710753,0.9842394,-0.7179842
-1.0695565,0.9844679,-0.7120781
-1.0675515,0.98475486,-0.7058802
-1.0654991,0.98492086,-0.6994176
-1.0636674,0.9849383,-0.69273764
-1.0621014,0.98479486,-0.685801
-1.060804,0.984492,-0.6784871
-1.0618018,0.9836818,-0.67103577
-1.0616423,0.98293763,-0.6632277
-1.061239,0.98216516,-0.65547675
-1.0608946,0.98134947,-0.647918
-1.0607562,0.98047465,-0.64043593
-1.0609362,0.97954535,-0.6328289
-1.063189,0.97858876,-0.6250309
-1.0646896,0.97776836,-0.6170296
-1.0660611,0.97704726,-0.60892427
-1.0674921,0.97639346,-0.6008139
-1.0699639,0.97581106,-0.59219867
-1.0719774,0.97524345,-0.58385974
-1.0739598,0.97474617,-0.57556945
-1.0760046,0.97434866,-0.56727374
-1.0780944,0.97404134,-0.5589777
-1.080286,0.973832,-0.55060947
-1.0830446,0.973688,-0.54140425
-1.0856235,0.97360396,-0.53273
